radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
GSM,244,5,9115,36587,0,24.2905,60.3298,646,50,1,1320924914,1760290201,0
GSM,244,5,9115,36588,0,24.2861,60.3257,7967,49,1,1320924914,1760229362,0
GSM,244,5,9115,116,0,24.2902,60.3273,930,50,1,1320924914,1760286602,0
GSM,244,5,9115,9418,0,24.3538,60.3111,11219,50,1,1320924914,1760190662,0
GSM,244,5,16300,17055,0,24.1144,65.8371,2790,14,1,1340137473,1761089789,0
GSM,244,5,19000,3741,0,26.457,60.4924,5936,8,1,1365481396,1749246182,0
UMTS,244,91,5005,375156,476,22.0444,60.2821,11313,4,1,1367815387,1757395839,0
GSM,244,5,3070,39334,0,24.2268,61.6288,5719,48,1,1367882503,1747170269,0
GSM,244,5,2900,25239,0,21.8654,60.7385,9597,10,1,1371209335,1757395860,0
GSM,244,5,2900,39738,0,21.9202,60.7303,8091,32,1,1371209869,1757395860,0
GSM,244,5,9115,8074,0,24.2909,60.3334,517,38,1,1376550684,1760282703,0
GSM,244,5,9115,2380,0,24.3162,60.3537,3239,46,1,1376550684,1760298605,0
GSM,244,5,14300,6928,0,25.6103,62.0551,7131,26,1,1277472138,1742992022,0
LTE,244,91,4140,35937567,0,25.844,62.2407,610,27,1,1458594316,1763320509,0
LTE,244,91,4110,36035349,0,24.6662,60.9031,1045,36,1,1384118537,1776618602,0
GSM,244,5,14300,40372,0,25.0959,61.837,6291,50,1,1391410539,1742992014,0
LTE,244,91,4020,35930635,0,23.877,61.4872,770,28,1,1395251049,1764449464,0
LTE,244,91,4020,35919883,0,23.6969,61.5036,2327,50,1,1396772736,1740264349,0
LTE,244,91,4020,35919893,0,23.6907,61.498,4458,43,1,1397919730,1740264349,0
LTE,244,91,4010,35980063,0,25.098,60.3965,11959,36,1,1397991100,1746688502,0
LTE,244,91,4050,35915019,0,22.3093,60.4438,2109,19,1,1402562688,1741729579,0
GSM,244,5,3900,7125,0,24.9948,61.167,3891,26,1,1407654203,1750429021,0
GSM,244,5,3070,36367,0,24.9672,61.1635,500,50,1,1407656570,1750429021,0
GSM,244,5,9115,9823,0,24.3283,60.399,2444,45,1,1407656590,1760298841,0
GSM,244,5,14300,20013,0,25.4371,61.9891,3623,50,1,1407657052,1747170309,0
GSM,244,5,14300,7082,0,25.5882,62.0391,3395,50,1,1407657052,1742992021,0
GSM,244,5,14300,20246,0,25.614,62.0624,3935,50,1,1407657052,1742992022,0
GSM,244,5,1800,9839,0,25.6364,62.096,2025,3,1,1407657052,1742992022,0
GSM,244,5,1800,3058,0,25.6418,62.1071,4871,40,1,1407657052,1742992022,0
GSM,244,5,14300,41949,0,25.4553,61.9914,4450,50,1,1407657052,1747170309,0
GSM,244,5,3070,37909,0,25.0778,61.8335,4596,50,1,1407657052,1742992014,0
GSM,244,5,3070,1025,0,25.0838,61.838,3559,49,1,1407657052,1747170304,0
GSM,244,5,14300,1036,0,25.6124,62.0613,7069,50,1,1407657052,1742992022,0
GSM,244,5,3070,4429,0,24.9942,61.8427,1846,49,1,1407657052,1747170304,0
GSM,244,5,1800,6205,0,25.6536,62.1155,4354,26,1,1407657052,1742992022,0
GSM,244,5,14300,6455,0,25.6082,62.0602,4365,50,1,1407657052,1747170310,0
GSM,244,5,9115,2717,0,24.3046,60.3351,635,50,1,1407654353,1760290741,0
GSM,244,5,9114,5030,0,24.9715,60.3153,1000,11,1,1407669546,1741962133,0
GSM,244,5,9114,5081,0,24.9688,60.3157,1000,4,1,1407669555,1741962133,0
GSM,244,5,9115,42011,0,24.2995,60.3389,3869,50,1,1407672441,1760185383,0
LTE,244,91,4050,36075531,0,22.4134,60.4201,2935,34,1,1414797070,1741729579,0
LTE,244,91,4050,36073247,0,22.3431,60.4288,14477,26,1,1414797072,1741729579,0
LTE,244,5,29124,296451,0,25.0618,60.2071,6519,15,1,1417587095,1765950061,0
LTE,244,91,4010,35872779,0,24.9888,60.2995,1384,39,1,1417691892,1778333524,0
LTE,244,91,4010,35861003,0,24.9309,60.2967,694,35,1,1417692072,1774991720,0
LTE,244,91,4050,35865355,0,22.286,60.4512,1308,50,1,1417799123,1760651584,0
LTE,244,5,26100,450817,0,22.8292,62.7945,1000,11,1,1424065288,1747496522,0
GSM,244,5,14300,35461,0,24.9938,61.8462,1296,50,1,1427980324,1747170304,0
GSM,244,5,14300,41557,0,25.0906,61.8466,7355,12,1,1427980324,1742992014,0
GSM,244,5,14300,3580,0,25.1191,61.8414,12411,50,1,1427980324,1742992014,0
LTE,244,5,29124,453121,0,25.0849,60.221,3409,35,1,1428246832,1763927762,0
LTE,244,5,36300,286722,0,24.1613,65.8418,1802,27,1,1429143936,1761503203,0
LTE,244,5,36300,286723,0,24.109,65.8386,2439,17,1,1429346987,1761089789,0
LTE,244,91,4010,36053536,0,24.8464,60.5924,3254,50,1,1431350345,1761154683,0
LTE,244,91,4010,35848725,0,24.8853,60.6215,8355,27,1,1431350345,1771965266,0
LTE,244,5,23910,382465,0,25.633,60.9291,15835,32,1,1431601715,1746994412,0
LTE,244,5,23910,329474,0,25.6372,60.932,16226,26,1,1431601715,1746994060,0
LTE,244,5,23910,382466,0,25.6341,60.9283,744,37,1,1431601715,1746994412,0
LTE,244,5,23910,801794,0,25.7173,60.9701,950,50,1,1431601715,1746994058,0
LTE,244,5,23910,329473,0,25.6441,60.9386,7857,37,1,1431601715,1746994412,0
LTE,244,5,23910,308738,0,25.8195,61.013,8769,37,1,1431601716,1746995240,0
LTE,244,5,23910,1265153,0,25.6138,60.9084,1615,9,1,1431601718,1746994060,0
LTE,244,5,23910,391426,0,25.7104,60.9717,3774,25,1,1431636333,1746995241,0
LTE,244,5,23910,391425,0,25.6828,60.979,2250,24,1,1431636333,1746995241,0
LTE,244,5,23910,189186,0,25.6615,60.9791,2444,41,1,1431636333,1746995241,0
LTE,244,5,23900,754690,0,25.4864,60.7873,1242,50,1,1431882654,1746995244,0
LTE,244,5,29121,67842,0,24.8185,60.2085,819,37,1,1431945991,1747068607,0
LTE,244,5,29053,84739,0,24.858,60.2333,804,30,1,1432302970,1747068607,0
LTE,244,5,29053,84737,0,24.8649,60.234,571,33,1,1432302970,1747068607,0
LTE,244,5,29053,275969,0,24.888,60.2341,500,29,1,1432302970,1734176343,0
LTE,244,5,29125,936962,0,25.1179,60.3284,812,50,1,1432302972,1765296192,0
LTE,244,5,29125,698625,0,25.109,60.3422,2893,23,1,1432302972,1765296192,0
LTE,244,5,29125,600578,0,25.1082,60.3526,15752,20,1,1432302972,1765296192,0
LTE,244,5,29125,600579,0,25.1111,60.352,1000,23,1,1432302972,1765296192,0
LTE,244,5,29125,852738,0,25.1277,60.3761,1401,50,1,1432302972,1765044665,0
LTE,244,5,29125,602626,0,25.1145,60.3575,4496,32,1,1432302972,1765296191,0
LTE,244,5,29125,852739,0,25.1237,60.3891,752,39,1,1432302972,1765044665,0
LTE,244,5,29125,1110530,0,25.1273,60.408,1000,21,1,1432302973,1765044666,0
LTE,244,5,29125,851969,0,25.1222,60.4135,2877,33,1,1432302973,1765044666,0
LTE,244,5,29125,698370,0,25.1223,60.4203,973,30,1,1432302973,1765044666,0
LTE,244,5,29125,910849,0,25.1299,60.4435,821,27,1,1432302973,1765044666,0
LTE,244,5,29125,910851,0,25.131,60.4517,1000,21,1,1432302973,1765044666,0
LTE,244,5,29125,1050883,0,25.1458,60.4857,1958,26,1,1432302973,1765044667,0
LTE,244,5,29125,860162,0,25.1419,60.4782,970,44,1,1432302973,1765044667,0
LTE,244,5,29125,859650,0,25.1353,60.5011,1000,22,1,1432302973,1738071130,0
LTE,244,5,29125,859649,0,25.1616,60.5167,1868,28,1,1432302974,1765044667,0
LTE,244,5,39012,490498,0,25.1748,60.5313,2004,27,1,1432302974,1765044667,0
LTE,244,5,39012,490499,0,25.1813,60.5469,1474,50,1,1432302974,1746995248,0
LTE,244,5,39012,745729,0,25.2145,60.5735,1520,27,1,1432302974,1765044668,0
LTE,244,5,39012,504323,0,25.2321,60.5856,2070,27,1,1432302974,1765044668,0
LTE,244,5,39012,504322,0,25.2552,60.6007,1477,50,1,1432302974,1765044668,0
LTE,244,5,39012,504321,0,25.2556,60.6042,849,50,1,1432302974,1746995247,0
LTE,244,5,39012,1213699,0,25.345,60.6622,1501,27,1,1432302975,1765296187,0
LTE,244,5,39012,1213697,0,25.3769,60.6918,2925,50,1,1432302975,1765296186,0
LTE,244,5,39012,745474,0,25.3895,60.6939,1609,28,1,1432302975,1765296186,0
LTE,244,5,39012,496386,0,25.4459,60.7324,1225,50,1,1432302975,1746994064,0
LTE,244,5,23900,754691,0,25.4465,60.7636,2470,34,1,1432302975,1765296202,0
LTE,244,5,23900,754689,0,25.498,60.8014,957,38,1,1432302976,1746995244,0
LTE,244,5,39012,496387,0,25.4098,60.7209,3440,26,1,1432302975,1765296186,0
LTE,244,5,39012,745473,0,25.4376,60.7235,2632,27,1,1432302975,1746994064,0
LTE,244,5,29125,860161,0,25.1364,60.4905,677,50,1,1432302973,1738071129,0
LTE,244,5,29125,1110529,0,25.1269,60.4111,560,50,1,1432302973,1743095768,0
LTE,244,5,39012,745731,0,25.1882,60.5573,942,50,1,1432302974,1746995248,0
LTE,244,5,39012,496385,0,25.4265,60.7382,2692,21,1,1432302976,1765296185,0
LTE,244,5,29125,936963,0,25.1185,60.3362,1000,21,1,1432302972,1765044665,0
LTE,244,5,39012,745475,0,25.4152,60.7206,1026,40,1,1432302975,1765044670,0
LTE,244,5,23910,189185,0,25.6635,60.9795,2398,50,1,1432375102,1746995241,0
LTE,244,5,39012,490497,0,25.1977,60.5515,1000,21,1,1432461396,1765044667,0
LTE,244,5,29125,1050881,0,25.152,60.498,6388,44,1,1432484580,1765044667,0
LTE,244,5,29125,600577,0,25.1147,60.3627,10353,28,1,1432484582,1765296191,0
LTE,244,5,29126,1047043,0,24.9057,60.298,1088,31,1,1432484584,1759431608,0
LTE,244,5,29053,392449,0,24.8639,60.2828,4588,28,1,1432484584,1760479271,0
LTE,244,5,29126,1046787,0,24.9236,60.2972,500,26,1,1432484584,1759431608,0
LTE,244,5,39012,111361,0,25.302,60.6364,1124,29,1,1434119807,1765296187,0
LTE,244,91,4170,36224022,0,25.5174,60.3493,1181,50,1,1434657598,1768154432,0
LTE,244,91,4170,36422165,0,25.0672,60.2543,546,32,1,1434703377,1776625868,0
LTE,244,91,4170,36422155,0,25.0672,60.2567,500,26,1,1434703377,1775504642,0
LTE,244,91,4010,35987733,0,25.1404,60.4989,913,50,1,1434703378,1770150009,0
LTE,244,91,4010,35987723,0,25.1505,60.5139,2189,50,1,1434703378,1770150010,0
LTE,244,91,4010,36174859,0,25.1392,60.4914,1098,28,1,1434703378,1770150009,0
LTE,244,91,4120,36112149,0,25.2498,60.5912,5159,21,1,1434703378,1743095647,0
LTE,244,91,4120,36127755,0,25.2851,60.6236,927,46,1,1434703378,1770150012,0
LTE,244,91,4120,36112159,0,25.2959,60.6274,1078,31,1,1434703378,1765297205,0
LTE,244,91,4120,36039957,0,25.3109,60.6476,3765,50,1,1434703378,1770150013,0
LTE,244,91,4120,36112139,0,25.344,60.6489,5139,50,1,1434703378,1765037476,0
LTE,244,91,4170,36230411,0,25.1191,60.3538,1304,24,1,1434703379,1770150006,0
LTE,244,91,4010,36652555,0,25.1395,60.4715,1000,23,1,1434703379,1770150009,0
LTE,244,91,4010,36174869,0,25.1405,60.4805,659,41,1,1434703379,1770150009,0
LTE,244,91,4120,36127765,0,25.2539,60.6032,2830,49,1,1434703378,1770150012,0
LTE,244,91,4120,36127775,0,25.277,60.62,826,28,1,1434966675,1770150012,0
LTE,244,91,4010,36652575,0,25.134,60.4672,651,31,1,1434966675,1770150009,0
LTE,244,91,4010,36022795,0,25.1267,60.4543,1088,50,1,1434966675,1770150008,0
LTE,244,91,4010,36022805,0,25.1267,60.4429,963,41,1,1434966676,1770150008,0
LTE,244,91,4010,36420619,0,25.122,60.4193,947,32,1,1434966676,1770150007,0
LTE,244,91,4010,36561675,0,25.1254,60.4172,849,50,1,1434966676,1738070949,0
LTE,244,91,4010,35980043,0,25.1107,60.3935,518,50,1,1434966676,1778305385,0
LTE,244,91,4170,36230431,0,25.1105,60.3489,1000,17,1,1434966676,1770150006,0
LTE,244,91,4170,36230421,0,25.1128,60.3416,1000,22,1,1434966676,1770150006,0
LTE,244,91,4010,36652565,0,25.1382,60.4591,1000,21,1,1434966676,1765037472,0
LTE,244,91,4010,36125963,0,25.1122,60.3746,1455,50,1,1434966676,1746688502,0
LTE,244,5,29053,312067,0,24.8821,60.2545,915,37,1,1435492806,1760479271,0
LTE,244,5,29053,392450,0,24.8662,60.282,1576,24,1,1435492806,1760479271,0
LTE,244,5,29053,632833,0,24.9727,60.2171,500,31,1,1437046275,1775128021,0
LTE,244,5,29053,87809,0,24.9738,60.2138,9447,27,1,1437046275,1746995252,0
LTE,244,5,29053,87810,0,24.97,60.2052,4445,21,1,1437046275,1746995252,0
LTE,244,5,29053,632834,0,24.9736,60.217,9128,18,1,1437046275,1746995252,0
LTE,244,5,29006,67073,0,24.9731,60.1914,10526,21,1,1437048249,1772917683,0
LTE,244,5,29053,1176321,0,24.9809,60.1987,887,26,1,1437048249,1749901982,0
LTE,244,5,29125,733190,0,25.0768,60.3503,4202,23,1,1437051415,1778099643,0
LTE,244,5,29125,733187,0,25.0796,60.3547,1113,14,1,1437051415,1778099641,0
LTE,244,5,29125,1051650,0,25.0009,60.3475,2646,32,1,1437052344,1761196146,0
LTE,244,5,29115,193539,0,24.3325,60.3563,1608,50,1,1437219945,1754881862,0
LTE,244,5,29115,829953,0,24.2987,60.3393,843,50,1,1437198412,1754881862,0
UMTS,244,91,4200,36584459,0,21.4657,62.5054,4019,49,1,1437733555,1754156462,0
LTE,244,91,4120,36050444,0,25.2792,60.8678,1147,31,1,1438944849,1765216683,0
LTE,244,91,4010,36216075,0,25.117,60.4249,985,38,1,1439194989,1748149330,0
LTE,244,91,4010,35980053,0,25.1085,60.3856,4263,50,1,1439204702,1746688502,0
LTE,244,91,4010,35957023,0,25.0789,60.3544,7924,19,1,1439204701,1746688502,0
LTE,244,91,4010,36413205,0,25.0667,60.3539,6119,24,1,1439204702,1748892305,0
LTE,244,5,29053,421121,0,24.9635,60.2008,1000,20,1,1439380241,1746995252,0
LTE,244,5,29006,75265,0,24.9639,60.188,779,32,1,1439380241,1772917683,0
LTE,244,5,29053,421122,0,24.9616,60.1978,1178,19,1,1439380241,1746995252,0
LTE,244,91,4010,35972117,0,25.1019,60.463,912,37,1,1439738721,1748149331,0
LTE,244,91,4010,36202507,0,25.1005,60.514,1150,50,1,1439738721,1744408683,0
LTE,244,91,4010,35987743,0,25.1111,60.4989,1054,33,1,1439738721,1756583226,0
LTE,244,91,4010,36023317,0,25.118,60.4652,1584,50,1,1439738721,1770150008,0
LTE,244,91,4010,36403733,0,25.0903,60.4979,3134,31,1,1439738721,1756583226,0
LTE,244,91,4010,36403723,0,25.0969,60.498,594,25,1,1439738721,1756583226,0
LTE,244,91,4010,36403743,0,25.0823,60.4994,837,33,1,1439738721,1756583226,0
LTE,244,91,4010,36022815,0,25.1067,60.4379,1566,33,1,1439738721,1748149331,0
LTE,244,91,4170,36591135,0,25.1329,60.3846,2948,18,1,1440099286,1778305385,0
LTE,244,91,4010,35972127,0,25.0941,60.4657,2757,35,1,1440099286,1748149331,0
LTE,244,5,29053,90881,0,24.9027,60.2089,4371,46,1,1440996941,1775161921,0
LTE,244,5,29053,89346,0,24.9468,60.2082,9515,21,1,1440996941,1772917684,0
LTE,244,5,29053,89345,0,24.9458,60.2109,2248,21,1,1440996940,1772917684,0
LTE,244,5,29053,1320962,0,24.9406,60.2059,1825,28,1,1440996941,1772917684,0
LTE,244,5,29053,460034,0,24.9339,60.2101,2626,40,1,1440996941,1743958362,0
GSM,244,91,4112,20795,0,24.9906,60.2414,836,50,1,1441303110,1754898066,0
LTE,244,91,4010,35959051,0,25.0916,60.4722,3396,32,1,1441550844,1748149331,0
LTE,244,91,4170,36610581,0,25.0897,60.296,5499,29,1,1441996214,1770150005,0
LTE,244,91,4170,36610571,0,25.0946,60.3007,908,30,1,1441996214,1778305383,0
LTE,244,91,4170,36476949,0,25.0752,60.272,500,35,1,1441996214,1760646904,0
LTE,244,91,4170,36401163,0,25.0954,60.2972,533,28,1,1441996214,1778305383,0
LTE,244,91,4170,36721931,0,25.0734,60.262,846,40,1,1441996214,1770579122,0
LTE,244,91,4170,36401173,0,25.0944,60.2919,816,36,1,1441996214,1770150005,0
LTE,244,91,4170,36721941,0,25.0748,60.2685,576,26,1,1441996214,1776285124,0
LTE,244,91,4170,36401183,0,25.0934,60.2966,883,26,1,1441996214,1778305383,0
LTE,244,91,4010,36117269,0,25.064,60.4838,1666,37,1,1442148081,1748149332,0
LTE,244,91,4010,36630805,0,25.0904,60.5314,627,49,1,1442148081,1744408683,0
LTE,244,91,4120,36726559,0,25.1916,60.5618,1033,50,1,1442148082,1770150011,0
LTE,244,5,39012,111363,0,25.2883,60.63,847,28,1,1442163644,1744911275,0
LTE,244,5,25300,338945,0,26.6257,60.9504,8345,19,1,1442420371,1737708492,0
LTE,244,5,34300,292610,0,26.0989,61.737,1032,21,1,1442516655,1744911260,0
LTE,244,5,25300,338946,0,26.6592,60.9381,6740,28,1,1442481051,1737708493,0
LTE,244,5,35100,352770,0,27.0712,62.2813,2466,13,1,1442847360,1753982251,0
LTE,244,5,35100,352771,0,27.0511,62.2805,962,31,1,1442847360,1753982251,0
LTE,244,91,4140,36214815,0,25.7983,62.278,735,25,1,1442871475,1776193696,0
LTE,244,91,4170,36422175,0,25.0623,60.2559,1000,19,1,1443257839,1775504642,0
LTE,244,91,4170,36476939,0,25.0787,60.2737,1000,17,1,1443257839,1760646904,0
LTE,244,5,34300,290049,0,25.2305,61.8687,1525,34,1,1443599513,1776664871,0
LTE,244,5,34300,290305,0,25.2084,61.8617,1266,37,1,1443599486,1776664871,0
LTE,244,5,34300,448771,0,25.5482,62.0146,1000,22,1,1443623196,1776664874,0
LTE,244,5,23070,265985,0,24.436,61.6732,3906,9,1,1443623204,1742992000,0
LTE,244,5,34300,287746,0,25.1705,61.8541,2103,41,1,1443623198,1747170306,0
LTE,244,5,23810,233985,0,24.4828,61.0001,500,28,1,1444408514,1743958330,0
LTE,244,5,39012,234754,0,24.7857,60.7426,1486,37,1,1444408516,1747170250,0
LTE,244,5,23810,140033,0,24.4201,61.0223,1893,27,1,1444408514,1747170255,0
LTE,244,5,23810,234499,0,24.4165,61.0218,25145,38,1,1444408514,1755177136,0
LTE,244,5,39012,171011,0,24.7854,60.7318,15575,34,1,1444408519,1747170250,0
LTE,244,5,23810,1326850,0,24.5049,60.985,1000,19,1,1444386108,1742843289,0
LTE,244,91,4170,35954443,0,25.0639,60.2725,1000,24,1,1444576768,1772921283,0
GSM,244,5,1800,17423,0,25.7081,62.1481,1000,7,1,1444559139,1742992022,0
GSM,244,5,14300,41959,0,25.5896,62.0471,3146,47,1,1444580252,1747170310,0
LTE,244,5,39012,174081,0,24.7817,60.7394,1823,29,1,1444580242,1747170250,0
LTE,244,5,39012,234753,0,24.7818,60.7475,1320,35,1,1444550036,1747170250,0
LTE,244,5,23070,265986,0,24.3893,61.6563,1448,49,1,1444580248,1747170270,0
LTE,244,5,35010,1241858,0,27.2103,61.7045,2070,48,1,1445076967,1743958352,0
LTE,244,5,35010,297218,0,27.2749,61.6662,1499,14,1,1445101234,1743754562,0
LTE,244,5,35010,297217,0,27.2755,61.6727,1000,13,1,1445101234,1743754323,0
LTE,244,5,34300,292611,0,26.1038,61.7451,860,26,1,1445944798,1746995229,0
LTE,244,91,4010,36522005,0,25.014,60.4,1295,28,1,1447002457,1753013886,0
LTE,244,91,4010,36190485,0,25.0251,60.3859,1000,22,1,1447002457,1778333522,0
LTE,244,91,4010,36186901,0,25.0294,60.4017,4028,50,1,1447002457,1778333522,0
LTE,244,91,4010,36201759,0,25.0383,60.4078,1000,20,1,1447002457,1778333521,0
LTE,244,91,4010,36189205,0,25.0071,60.3654,1340,33,1,1447002457,1778333522,0
LTE,244,91,4010,36186891,0,25.033,60.4034,1000,19,1,1447002457,1778333522,0
LTE,244,91,4010,36840735,0,25.0525,60.4177,821,50,1,1447002457,1778333521,0
LTE,244,91,4010,36190475,0,25.0236,60.3905,1000,24,1,1447002457,1778333522,0
LTE,244,91,4010,35909909,0,24.9771,60.2698,1000,22,1,1447002458,1778440082,0
LTE,244,5,23910,118274,0,25.7663,60.9947,11993,39,1,1447588104,1746995240,0
LTE,244,5,23910,118275,0,25.7466,60.9906,2391,24,1,1447588104,1746995240,0
LTE,244,5,23910,176898,0,25.7447,60.9894,2132,27,1,1447588104,1746995240,0
LTE,244,5,29121,288257,0,24.816,60.2189,4637,34,1,1447588119,1757395911,0
LTE,244,5,29053,458243,0,24.8967,60.217,5446,20,1,1447588119,1734799382,0
LTE,244,5,29053,1331459,0,24.9313,60.1929,3485,32,1,1447588119,1743958362,0
LTE,244,5,29006,480513,0,24.927,60.1872,7234,21,1,1447588119,1743958362,0
LTE,244,5,29053,81666,0,24.9254,60.1995,1000,12,1,1447584493,1741159982,0
LTE,244,5,29121,837379,0,24.8561,60.218,4678,17,1,1447617028,1738530482,0
LTE,244,5,29121,837377,0,24.8478,60.221,6409,27,1,1447617028,1757395911,0
LTE,244,5,29053,314882,0,24.9204,60.2011,5659,10,1,1447617033,1741159982,0
LTE,244,5,29053,1447682,0,24.9326,60.197,3173,33,1,1447617035,1742849239,0
LTE,244,5,29053,90883,0,24.8928,60.2098,655,27,1,1447617028,1763380631,0
LTE,244,5,29053,460033,0,24.9354,60.2158,6817,36,1,1447617035,1743958362,0
LTE,244,5,29053,76290,0,24.9503,60.1964,1000,12,1,1447617030,1746995252,0
LTE,244,5,34300,965636,0,25.7037,62.3781,1915,32,1,1448271670,1751308093,0
LTE,244,5,29053,1447681,0,24.9315,60.1945,3348,30,1,1448465656,1743958362,0
LTE,244,5,29125,1357060,0,25.1076,60.4168,8748,25,1,1448465653,1748149330,0
LTE,244,5,29053,494082,0,24.9646,60.2042,1000,15,1,1448465654,1746994075,0
LTE,244,5,29053,494081,0,24.9655,60.2054,1000,4,1,1448465654,1738916344,0
LTE,244,5,29053,335619,0,24.8755,60.2191,7902,23,1,1448639690,1771141863,0
LTE,244,5,29053,335618,0,24.8901,60.2175,5249,25,1,1448639690,1771141863,0
LTE,244,5,29053,457217,0,24.9074,60.215,2084,30,1,1448639690,1736519404,0
LTE,244,91,4170,36795157,0,25.086,60.2746,625,37,1,1449078520,1776625922,0
LTE,244,91,4170,36795147,0,25.0875,60.2781,1000,21,1,1449078520,1773430024,0
LTE,244,5,23900,184065,0,26.0053,61.1929,1308,45,1,1449257554,1771605363,0
LTE,244,5,29125,733189,0,25.076,60.3479,7741,25,1,1449257564,1778099643,0
LTE,244,91,4170,36482335,0,25.1021,60.305,594,50,1,1449855886,1744408687,0
LTE,244,91,4120,36730912,0,25.4227,60.7796,1590,24,1,1449923156,1765037479,0
LTE,244,91,4010,36409631,0,25.0002,60.3381,1315,46,1,1450697975,1778333523,0
LTE,244,91,4010,36409621,0,24.9985,60.3296,645,50,1,1450697975,1767224007,0
LTE,244,91,4010,35872789,0,24.9817,60.2879,9860,27,1,1450697975,1776112443,0
LTE,244,91,4010,35872799,0,24.9801,60.2889,775,36,1,1450697975,1778333524,0
LTE,244,91,4010,36821003,0,24.9938,60.308,9619,32,1,1450697975,1778333523,0
LTE,244,91,4010,35909919,0,24.9702,60.2702,756,27,1,1450697975,1778333524,0
LTE,244,91,4010,35854613,0,24.9761,60.2819,671,25,1,1450697975,1778333524,0
LTE,244,91,4010,35909899,0,24.9739,60.2739,1062,28,1,1450697975,1778333524,0
LTE,244,91,4010,35854603,0,24.9819,60.285,574,34,1,1450697975,1778333524,0
LTE,244,91,4010,36201749,0,25.0364,60.4061,1000,14,1,1450697974,1778305386,0
LTE,244,5,23070,713730,0,24.0017,61.5384,2337,49,1,1450978564,1742759313,0
LTE,244,5,29121,336641,0,24.6922,60.2054,5355,10,1,1451753865,1757395911,0
LTE,244,5,29121,380418,0,24.7031,60.2076,6009,16,1,1451753865,1757395911,0
LTE,244,5,29053,1407233,0,24.871,60.2205,7669,27,1,1451753866,1757395911,0
LTE,244,5,36400,180225,0,25.5617,66.4399,5178,27,1,1452299280,1756227142,0
LTE,244,5,36300,670209,0,24.8207,66.1102,3445,48,1,1453093113,1756227190,0
LTE,244,5,36300,1053185,0,24.7054,66.0104,1445,39,1,1453094662,1756227192,0
LTE,244,5,36300,1362946,0,24.5416,65.863,3662,18,1,1453075135,1755263237,0
LTE,244,91,4170,36688651,0,25.0486,60.2999,14213,33,1,1453538422,1748149328,0
LTE,244,91,4170,35853067,0,25.0423,60.2927,3161,49,1,1453550186,1746688502,0
LTE,244,91,4170,36723211,0,25.0369,60.2734,793,26,1,1453550186,1758832204,0
LTE,244,91,4170,36725003,0,25.0362,60.2783,3326,32,1,1453550186,1743958358,0
LTE,244,91,4170,35939595,0,25.0433,60.2867,938,34,1,1453550186,1760872262,0
LTE,244,91,4170,35939605,0,25.0413,60.2858,810,27,1,1453550186,1748149328,0
GSM,244,5,6200,3942,0,24.0645,62.5085,3345,3,1,1454166427,1739998753,0
LTE,244,91,4010,36840971,0,25.0999,60.3792,5015,26,1,1455452374,1746688502,0
GSM,244,91,4112,20812,0,25.0678,60.2654,1190,50,1,1457630969,1754659743,0
LTE,244,91,4010,35854101,0,24.9701,60.2928,528,39,1,1458594279,1731953404,0
LTE,244,91,4010,35884309,0,24.9705,60.3118,1000,22,1,1458594279,1741962133,0
LTE,244,91,4010,35857941,0,24.969,60.2894,1000,21,1,1458594279,1768154426,0
LTE,244,91,4010,35968789,0,24.8587,60.2533,9689,26,1,1458594280,1746688504,0
LTE,244,91,4010,36001035,0,24.7945,60.3845,1638,20,1,1433082770,1737760209,0
LTE,244,91,4010,35964693,0,25.0045,60.3921,6954,10,1,1458594280,1756583231,0
LTE,244,91,4010,35915551,0,24.8924,60.2978,1189,47,1,1458594279,1774991719,0
LTE,244,91,4010,36054283,0,24.7969,60.5694,6620,50,1,1458594280,1738966694,0
LTE,244,91,4010,36066335,0,24.9215,60.5145,5490,35,1,1458594280,1777503667,0
LTE,244,91,4010,36441621,0,24.8279,60.4309,1924,50,1,1458594282,1778706616,0
LTE,244,91,4010,36261397,0,24.9189,60.3167,2319,31,1,1458594281,1769952017,0
LTE,244,91,4010,36405013,0,24.8171,60.3377,2008,51,1,1458594281,1778706651,0
LTE,244,91,4010,35884831,0,24.941,60.2947,8359,30,1,1458594279,1768154425,0
LTE,244,91,4010,35861023,0,24.9263,60.2964,9187,25,1,1458594279,1774991719,0
LTE,244,91,4010,35862283,0,24.9579,60.2896,664,50,1,1458594279,1731953404,0
LTE,244,91,4010,36036107,0,24.727,60.7579,801,26,1,1458594280,1777464554,0
LTE,244,91,4010,36068117,0,24.8638,60.2868,6694,19,1,1458594280,1760902568,0
LTE,244,91,4010,36151839,0,24.8574,60.295,709,35,1,1458594280,1778706618,0
LTE,244,91,4010,36151819,0,24.8679,60.2903,500,25,1,1458594280,1768319284,0
LTE,244,91,4010,36404767,0,24.8577,60.2922,500,28,1,1458594281,1778706618,0
LTE,244,91,4010,36404245,0,24.8113,60.3929,1036,50,1,1458594281,1778706616,0
LTE,244,91,4010,36406815,0,24.8111,60.3471,1000,18,1,1458594281,1751812744,0
LTE,244,91,4010,35862047,0,24.9465,60.2953,8083,31,1,1458594279,1774991720,0
LTE,244,91,4010,35861525,0,24.9562,60.2952,929,37,1,1458594279,1774991720,0
LTE,244,91,4010,35909407,0,24.9411,60.3153,3341,21,1,1458594279,1769952018,0
