radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
LTE,244,12,200,1913348,-1,24.9478,60.2219,1000,7,1,1647879754,1732990756,0
LTE,244,12,211,1810199,-1,25.0428,60.2904,1000,9,1,1647944282,1742843302,0
LTE,244,12,101,1869058,-1,24.9485,60.1698,1000,14,1,1648112600,1735064522,0
LTE,244,12,101,1805571,-1,24.9432,60.1697,1000,18,1,1648116696,1765573142,0
LTE,244,12,101,1796374,-1,24.9572,60.1669,1000,15,1,1648120727,1741595409,0
LTE,244,12,211,2212629,-1,25.0779,60.2737,500,50,1,1648210396,1748293086,0
LTE,244,12,101,1843992,-1,24.9766,60.159,1196,14,1,1648293516,1741595409,0
LTE,244,12,203,2380055,-1,24.9978,60.1497,1346,17,1,1648295474,1741595409,0
LTE,244,12,101,1838849,-1,24.9934,60.1407,2446,30,1,1648303466,1741595408,0
LTE,244,12,102,1872130,-1,24.9455,60.1695,1000,19,1,1648312519,1765573142,0
LTE,244,91,4220,35879455,-1,24.9676,60.1987,500,30,1,1648531632,1771571823,0
LTE,244,12,501,2395394,0,22.69,62.7517,3758,21,1,1648564236,1766753342,0
LTE,244,12,202,1936898,-1,25.0793,60.2104,1000,9,1,1648549518,1767002403,0
LTE,244,12,203,1938435,-1,25.0724,60.2086,1000,24,1,1648549568,1767002404,0
LTE,244,12,203,1949187,-1,25.0562,60.208,1022,29,1,1648549598,1772895122,0
LTE,244,12,203,2164739,-1,25.0474,60.204,1000,23,1,1648549688,1772895122,0
LTE,244,12,203,1949697,-1,25.0627,60.1925,500,37,1,1648555994,1772895122,0
LTE,244,12,203,1947906,-1,25.0614,60.1947,1000,20,1,1648556004,1772895122,0
LTE,244,12,203,1947905,-1,25.0647,60.1977,1000,8,1,1648556334,1736968684,0
LTE,244,12,203,1950209,-1,25.0657,60.2,1000,20,1,1648556604,1736968684,0
LTE,244,12,203,1950229,-1,25.0659,60.2006,500,31,1,1648556965,1736881322,0
LTE,244,12,203,1950230,-1,25.0645,60.1951,1000,16,1,1648557444,1736881322,0
LTE,244,12,202,1931779,-1,25.0662,60.2358,1000,8,1,1648637192,1757107085,0
LTE,244,12,201,1895683,-1,25.0158,60.2239,500,26,1,1648637782,1772866442,0
LTE,244,12,201,1894659,-1,25.0114,60.2249,500,26,1,1648637812,1766170871,0
LTE,244,12,201,1895170,-1,24.9903,60.2215,500,27,1,1648637952,1766956803,0
LTE,244,12,200,2573313,-1,24.9551,60.2117,500,29,1,1648638412,1769271482,0
LTE,244,12,200,2573314,-1,24.9505,60.2108,500,28,1,1648638452,1769271482,0
LTE,244,12,200,1911297,-1,24.9441,60.208,500,25,1,1648638495,1772740983,0
LTE,244,12,201,1893399,-1,25.0035,60.2273,631,35,1,1648648408,1777236482,0
GSM,244,12,2200,7814,-1,25.0535,60.2198,1348,12,1,1648649093,1766170871,0
LTE,244,12,200,1919491,-1,24.9298,60.2343,500,27,1,1648726224,1767095285,0
LTE,244,12,110,2123029,-1,24.8858,60.2347,500,28,1,1648875284,1778163783,0
LTE,244,12,121,2481430,-1,24.8291,60.2527,1000,17,1,1648876704,1759032302,0
LTE,244,12,121,2481431,-1,24.8233,60.2549,1000,10,1,1648876724,1759032302,0
LTE,244,12,121,2478102,-1,24.8085,60.2756,773,50,1,1648876824,1768154424,0
LTE,244,12,122,2478603,-1,24.8612,60.2957,4212,11,1,1648877224,1759760471,0
LTE,244,5,29011,422913,-1,24.9534,60.2241,1000,21,1,1648881012,1738552630,0
LTE,244,12,102,1852182,-1,24.9283,60.1802,1000,9,1,1648805352,1763157182,0
LTE,244,12,102,1847041,-1,24.9422,60.1866,1000,23,1,1648812470,1770150002,0
LTE,244,12,102,1846785,-1,24.9438,60.1868,500,26,1,1648812540,1770150002,0
LTE,244,12,103,1846274,-1,24.9504,60.184,1000,4,1,1648813568,1737042902,0
LTE,244,12,111,2142231,-1,24.816,60.2172,500,30,1,1648892700,1740857883,0
LTE,244,12,111,2133526,-1,24.8073,60.2204,1000,21,1,1648894103,1740857883,0
LTE,244,12,200,1902594,-1,24.947,60.1914,1000,7,1,1648919945,1737042903,0
LTE,244,12,111,2164492,-1,24.8308,60.2173,1000,3,1,1649146837,1747738622,0
LTE,244,12,111,2164482,-1,24.8245,60.2193,1000,23,1,1649147093,1738530483,0
LTE,244,12,111,2164481,-1,24.8266,60.2206,500,32,1,1649147122,1733825043,0
LTE,244,12,111,2163970,-1,24.8323,60.2208,1000,18,1,1649147552,1733825043,0
LTE,244,12,111,2163969,-1,24.8394,60.2208,1000,21,1,1649154832,1738530482,0
LTE,244,12,111,2133250,-1,24.8382,60.2202,1000,14,1,1649155142,1733825043,0
LTE,244,12,111,2134019,-1,24.8435,60.2218,1000,16,1,1649155372,1733825043,0
LTE,244,12,111,2134018,-1,24.8424,60.2212,1000,7,1,1649155422,1733825043,0
LTE,244,12,111,2134017,-1,24.8488,60.2214,681,32,1,1649155872,1773951421,0
LTE,244,12,111,2126081,-1,24.8592,60.2223,1000,24,1,1649156372,1773951421,0
LTE,244,12,110,2116630,-1,24.8946,60.2175,560,30,1,1649496345,1776370622,0
LTE,244,12,110,2116620,-1,24.8922,60.2149,1000,13,1,1649496405,1778179262,0
LTE,244,91,4220,36256021,-1,25.0139,60.2488,1000,21,1,1649751306,1777109042,0
LTE,244,12,201,1888790,-1,25.0201,60.2437,500,48,1,1649751326,1775161986,0
LTE,244,12,201,1890837,-1,25.0605,60.2553,713,31,1,1649752106,1774563543,0
LTE,244,12,211,2438145,-1,25.0434,60.2657,500,27,1,1649752296,1773527103,0
LTE,244,12,211,2438146,-1,25.043,60.2621,1798,28,1,1649752326,1772921284,0
LTE,244,12,211,2202882,-1,25.0329,60.2588,500,26,1,1649752356,1772921284,0
LTE,244,91,4220,35895053,-1,25.0284,60.2559,1000,18,1,1649752406,1775333343,0
LTE,244,12,211,2212867,-1,25.0286,60.252,1000,21,1,1649752416,1773527104,0
LTE,244,12,211,2203906,-1,25.025,60.2563,500,31,1,1649752436,1772921284,0
LTE,244,91,4220,36373517,-1,25.0219,60.2561,1000,23,1,1649752446,1775333343,0
LTE,244,91,4220,37665805,-1,25.0146,60.253,707,36,1,1649752486,1776715146,0
LTE,244,12,211,2204417,-1,25.0219,60.2541,602,29,1,1649752496,1773527104,0
LTE,244,91,4220,35895063,-1,25.0177,60.2548,1000,6,1,1649752496,1766690102,0
LTE,244,91,4220,37376269,-1,25.0065,60.2486,1000,23,1,1649752566,1740599166,0
LTE,244,91,4220,37185559,-1,25.0009,60.2458,655,32,1,1649752576,1776715146,0
LTE,244,12,110,2120963,-1,24.8781,60.217,1000,8,1,1649760893,1772740982,0
LTE,244,12,110,2116355,-1,24.8779,60.2148,1000,16,1,1649761073,1747738622,0
LTE,244,12,110,2116354,-1,24.8812,60.2137,1000,13,1,1649761834,1762188184,0
LTE,244,12,110,2115841,-1,24.8817,60.2106,1000,22,1,1649764922,1763666182,0
LTE,244,12,110,2115842,-1,24.8839,60.2079,500,32,1,1649765582,1773516062,0
LTE,244,12,110,2115861,-1,24.8827,60.2114,1000,14,1,1649766093,1776370622,0
LTE,244,12,110,2115851,-1,24.8872,60.2127,1000,3,1,1649767544,1778179262,0
LTE,244,12,210,2224663,-1,24.9539,60.2951,1000,13,1,1649845680,1774991720,0
LTE,244,91,4010,36829727,-1,24.9606,60.2914,500,27,1,1649845680,1768154426,0
LTE,244,12,210,2226455,-1,24.9749,60.2869,565,38,1,1649846240,1774991703,0
LTE,244,12,522,2356502,-1,23.1291,63.8497,1000,3,1,1649932341,1765716961,0
LTE,244,5,29120,1181955,-1,24.8426,60.1807,1000,20,1,1649845283,1735582744,0
LTE,244,5,29053,1331465,-1,24.932,60.191,1900,13,1,1649846364,1736519404,0
LTE,244,5,29124,86793,-1,25.0531,60.17,1000,17,1,1649847953,1774736041,0
LTE,244,12,102,1852675,-1,24.8607,60.1884,1424,17,1,1650105023,1742390522,0
LTE,244,12,100,1801475,-1,24.9085,60.1682,500,34,1,1650105763,1750616285,0
LTE,244,12,102,1860355,-1,24.9108,60.1753,1991,17,1,1650105853,1750616285,0
LTE,244,12,102,1859843,-1,24.913,60.1775,1960,3,1,1650105923,1765742762,0
LTE,244,12,100,1834243,-1,24.9068,60.1819,1040,5,1,1650111094,1755534961,0
LTE,244,12,100,1827331,-1,24.9039,60.1669,1559,31,1,1650111684,1750616285,0
LTE,244,12,100,1831427,-1,24.8647,60.1647,2714,34,1,1650112254,1750616286,0
LTE,244,12,100,1801495,-1,24.9033,60.1672,1359,32,1,1650112354,1735734783,0
LTE,244,12,100,1828119,-1,24.8881,60.1672,1201,23,1,1650112424,1735582505,0
LTE,244,12,102,1858071,-1,24.8815,60.1706,1694,14,1,1650112484,1735734783,0
GSM,244,12,2200,1791,-1,25.0947,60.2153,934,27,1,1650200062,1766170870,0
LTE,244,91,4220,36399391,-1,24.9815,60.2533,1000,19,1,1650267931,1745700542,0
LTE,244,12,210,2206721,-1,24.9957,60.2652,500,32,1,1650268071,1772652062,0
LTE,244,12,211,2210051,-1,25.0139,60.2849,737,48,1,1650268341,1767527765,0
LTE,244,12,211,2205443,-1,25.0045,60.2656,836,31,1,1650269711,1772652062,0
LTE,244,12,220,1882910,-1,25.1686,60.2257,1000,2,1,1650540097,1777005147,0
LTE,244,91,201,1890590,-1,24.9882,60.2403,1000,4,1,1650561840,1778619841,0
LTE,244,12,213,2575875,-1,25.1025,60.5281,586,50,1,1650611812,1744408683,0
LTE,244,12,213,2265859,-1,25.0975,60.4986,1559,27,1,1650612092,1756583226,0
LTE,244,12,213,2265858,-1,25.1375,60.4926,1924,38,1,1650612392,1767527770,0
LTE,244,12,213,2265868,-1,25.1415,60.4983,1560,29,1,1650612502,1770150009,0
LTE,244,12,213,2265878,-1,25.1332,60.4984,802,28,1,1650612532,1767453393,0
LTE,244,12,213,2265857,-1,25.1564,60.5231,2481,45,1,1650612552,1767527770,0
LTE,244,12,213,2265866,-1,25.1463,60.5108,1167,50,1,1650612592,1746994069,0
LTE,244,12,213,2265877,-1,25.1471,60.5104,1418,30,1,1650613222,1767453393,0
LTE,244,12,212,1800726,-1,25.1212,60.3389,999,50,1,1650614252,1767527767,0
LTE,244,12,211,2212894,-1,25.0328,60.255,1000,18,1,1650615402,1776973505,0
LTE,244,12,200,1906947,-1,24.9258,60.1959,1000,2,1,1650602230,1773474002,0
LTE,244,12,211,2204428,-1,25.0275,60.2491,1000,20,1,1650631659,1775333342,0
LTE,244,91,4050,36528138,-1,22.2772,60.4417,1000,4,1,1650765393,1760651585,0
LTE,244,91,4050,36273694,-1,22.282,60.4432,1000,9,1,1650765453,1760651585,0
LTE,244,12,123,2638081,-1,24.8081,60.5965,1000,15,1,1650864570,1742068930,0
LTE,244,12,123,2639105,-1,24.8218,60.6256,1000,8,1,1650865040,1735686310,0
LTE,244,91,4220,37185556,-1,25.0016,60.2468,500,31,1,1650963453,1775504644,0
LTE,244,91,4220,35853588,-1,25.0085,60.2491,500,30,1,1650963483,1775504643,0
LTE,244,12,112,2148355,-1,24.7916,60.2188,1000,17,1,1650966794,1740857883,0
LTE,244,5,35200,1429510,-1,28.8463,61.8779,1000,12,1,1650314927,1753262766,0
LTE,244,12,202,1939970,-1,25.08,60.2095,1000,23,1,1651060134,1772895123,0
LTE,244,12,210,2205709,-1,24.9861,60.2697,1000,16,1,1651233660,1778440082,0
LTE,244,12,210,2204685,-1,24.9839,60.2666,1000,7,1,1651233770,1778440082,0
LTE,244,12,210,2204673,-1,24.9882,60.2654,1000,4,1,1651234060,1772652062,0
LTE,244,12,210,2227212,-1,24.9783,60.2705,1000,24,1,1651234070,1778440082,0
LTE,244,12,210,2225931,-1,24.9755,60.2664,515,28,1,1651234430,1778440082,0
LTE,244,12,210,2226946,-1,24.9643,60.2747,1000,23,1,1651236090,1766865123,0
LTE,244,12,210,2226947,-1,24.9591,60.2736,1000,13,1,1651236500,1766865123,0
LTE,244,12,112,2440981,-1,24.763,60.1895,1034,26,1,1651308650,1756131601,0
LTE,244,91,4050,37339945,-1,22.2906,60.4506,1000,12,1,1651136449,1742293501,0
LTE,244,5,22020,224258,-1,22.293,60.4498,1000,10,1,1651136479,1757395910,0
LTE,244,91,4050,36321291,-1,22.3009,60.441,627,34,1,1651136659,1760651585,0
LTE,244,5,22020,5398030,-1,22.297,60.4429,1000,11,1,1651136659,1757395849,0
LTE,244,5,22020,5398022,-1,22.3061,60.444,1000,9,1,1651136689,1736519343,0
LTE,244,91,4050,35915040,-1,22.3036,60.4384,1000,11,1,1651136909,1760651585,0
LTE,244,5,22020,463109,-1,22.2669,60.4404,1000,8,1,1651365946,1757395841,0
LTE,244,91,4050,36528139,-1,22.2769,60.4418,1000,3,1,1651366526,1760651585,0
LTE,244,5,22020,1472773,-1,22.2848,60.4441,1000,9,1,1651366616,1757395849,0
LTE,244,91,4050,36273695,-1,22.2837,60.4427,1000,10,1,1651366626,1760651585,0
LTE,244,91,4050,36273674,-1,22.2866,60.4436,1000,8,1,1651367232,1760651585,0
LTE,244,5,22020,431110,-1,22.2903,60.4477,1000,8,1,1651367436,1757395849,0
LTE,244,91,4010,37705493,-1,25.0353,60.3237,1000,7,1,1651408001,1746688503,0
LTE,244,91,4010,36565517,-1,24.9972,60.3208,1000,12,1,1651408221,1753013887,0
LTE,244,91,4010,36565527,-1,24.9974,60.3122,595,31,1,1651408231,1767224007,0
LTE,244,12,100,1827351,-1,24.8971,60.1669,2079,26,1,1651391545,1735734783,0
LTE,244,12,113,2151190,-1,24.8428,60.1669,1116,26,1,1651392155,1750616284,0
LTE,244,12,113,2149378,-1,24.8247,60.178,608,44,1,1651393196,1750616283,0
LTE,244,12,113,2149379,-1,24.8199,60.1806,500,38,1,1651393266,1750616283,0
LTE,244,12,112,2150658,-1,24.8141,60.1827,500,28,1,1651393936,1750616283,0
LTE,244,12,112,2150659,-1,24.8118,60.1849,1000,23,1,1651397816,1750616283,0
LTE,244,12,112,2149122,-1,24.8107,60.1866,1669,30,1,1651397476,1750616283,0
LTE,244,12,112,2139394,-1,24.8071,60.1927,732,49,1,1651398796,1750616283,0
LTE,244,12,112,2149121,-1,24.8122,60.1841,500,50,1,1651399457,1735734782,0
LTE,244,12,110,2371351,-1,24.8716,60.1951,1000,3,1,1651406197,1773496681,0
LTE,244,12,112,2150145,-1,24.8379,60.1858,2063,13,1,1651406415,1742390522,0
LTE,244,12,111,2134785,-1,24.8171,60.2211,1000,24,1,1651480341,1750616283,0
LTE,244,12,111,2140929,-1,24.8117,60.2204,1000,19,1,1651483257,1733825044,0
LTE,244,12,110,2116619,-1,24.8955,60.2211,1000,11,1,1651487161,1735064525,0
LTE,244,12,103,1822486,-1,24.9971,60.1694,1736,5,1,1651492448,1741595409,0
LTE,244,12,201,1891594,-1,25.0058,60.2377,1000,10,1,1651564768,1776780963,0
LTE,244,12,201,1894166,-1,24.9811,60.2204,616,27,1,1651564968,1776954902,0
LTE,244,91,4170,36853535,-1,25.0571,60.2562,1000,20,1,1651568018,1776285123,0
LTE,244,12,200,1914115,-1,24.9439,60.2136,500,29,1,1651580133,1772740983,0
LTE,244,12,200,1911298,-1,24.9416,60.2066,509,25,1,1651580203,1772740982,0
LTE,244,91,4220,36586507,-1,24.9494,60.1981,500,28,1,1651580293,1769271481,0
LTE,244,91,4220,37183243,-1,24.9515,60.197,1000,23,1,1651580363,1769271481,0
LTE,244,91,4220,35879711,-1,24.9543,60.1957,500,26,1,1651580383,1738916406,0
LTE,244,91,4220,37340437,-1,24.9562,60.1945,1000,16,1,1651580463,1763824503,0
LTE,244,91,4220,35848223,-1,24.9475,60.1923,500,26,1,1651580503,1737042903,0
LTE,244,12,200,1904898,-1,24.9458,60.1954,1000,22,1,1651580833,1737042903,0
LTE,244,91,4220,36500235,-1,24.9479,60.1899,1000,15,1,1651582933,1763113322,0
LTE,244,91,4220,36500245,-1,24.9466,60.1887,1000,10,1,1651582953,1763113322,0
LTE,244,12,103,1848835,-1,24.9457,60.1884,1000,13,1,1651582963,1770150002,0
LTE,244,91,4220,37430539,-1,24.9451,60.188,1000,6,1,1651582963,1763113322,0
LTE,244,91,4220,36239115,-1,24.944,60.1873,1000,7,1,1651583053,1763113322,0
LTE,244,91,4220,37604885,-1,24.9501,60.1906,1000,17,1,1651583633,1763113322,0
LTE,244,12,210,2228225,-1,24.931,60.2965,1000,23,1,1651563899,1768154425,0
LTE,244,12,121,2476545,-1,24.8456,60.2956,1000,5,1,1651570804,1746688504,0
LTE,244,12,122,2473483,-1,24.8398,60.3146,1295,27,1,1651576521,1778706605,0
LTE,244,12,122,2473484,-1,24.8462,60.3063,963,47,1,1651576571,1778706604,0
LTE,244,12,121,2473220,-1,24.8884,60.3153,6785,4,1,1651577301,1746688503,0
LTE,244,12,111,2131202,-1,24.863,60.2364,500,27,1,1651740358,1773935823,0
LTE,244,12,122,2280972,-1,24.838,60.3159,1000,13,1,1651744618,1778706605,0
LTE,244,12,122,2473730,-1,24.8374,60.3131,1000,10,1,1651744638,1755887169,0
LTE,244,12,201,1915669,-1,24.9777,60.2375,1000,23,1,1651746798,1776370623,0
LTE,244,12,111,2126102,-1,24.859,60.2214,1000,24,1,1651739849,1776973501,0
LTE,244,12,110,2117399,-1,24.8663,60.2185,1000,9,1,1651740999,1776370621,0
LTE,244,12,111,2122262,-1,24.8637,60.2202,500,31,1,1651741019,1776370621,0
LTE,244,12,111,2126101,-1,24.8628,60.222,500,31,1,1651741059,1776973501,0
LTE,244,12,110,2122519,-1,24.8681,60.2204,500,32,1,1651741869,1775762942,0
LTE,244,12,110,2122518,-1,24.8683,60.2187,1000,10,1,1651742286,1776370621,0
LTE,244,12,110,2122499,-1,24.8691,60.2203,1000,17,1,1651743254,1773951422,0
LTE,244,12,110,2117379,-1,24.8684,60.2175,1000,18,1,1651743354,1747738622,0
LTE,244,12,110,2122498,-1,24.8676,60.2192,1000,8,1,1651743374,1773951421,0
LTE,244,12,110,2122497,-1,24.873,60.2196,1000,9,1,1651743554,1773951421,0
LTE,244,12,110,2125058,-1,24.8711,60.2216,1000,20,1,1651744026,1773951421,0
LTE,244,12,110,2126851,-1,24.8758,60.2196,1000,11,1,1651744496,1773951421,0
LTE,244,12,200,1916930,-1,24.9343,60.2274,1000,23,1,1651748583,1761921425,0
LTE,244,12,200,1917186,-1,24.9278,60.2296,1000,23,1,1651749273,1759211702,0
LTE,244,12,200,1917187,-1,24.9206,60.2313,1000,24,1,1651749523,1767095285,0
GSM,244,12,2200,4633,-1,25.0463,60.2186,1000,13,1,1651751693,1766170871,0
GSM,244,12,2200,7812,-1,25.0528,60.2174,1000,23,1,1651751745,1766170871,0
LTE,244,12,110,2125059,-1,24.8631,60.2226,1000,11,1,1651826372,1773935823,0
LTE,244,12,111,2126082,-1,24.8585,60.2216,1000,20,1,1651828459,1773951421,0
LTE,244,12,111,2133249,-1,24.8475,60.222,592,28,1,1651829611,1773951421,0
LTE,244,12,111,2134026,-1,24.8525,60.2218,1000,12,1,1651830211,1778163784,0
LTE,244,12,111,2160642,-1,24.8535,60.2229,500,30,1,1651831021,1773951421,0
LTE,244,12,111,2126083,-1,24.8537,60.2232,1000,21,1,1651831131,1773951421,0
LTE,244,12,201,1891094,-1,25.0001,60.2461,621,26,1,1651847939,1776973503,0
LTE,244,12,201,1895682,-1,25.0141,60.224,1000,21,1,1651989830,1772866442,0
LTE,244,12,201,1891605,-1,25.0063,60.2373,1000,22,1,1651991300,1777236482,0
LTE,244,12,123,2638615,-1,24.8376,60.6275,1000,20,1,1652082997,1771072802,0
LTE,244,12,123,2640917,-1,24.8394,60.6338,1000,22,1,1652083097,1771072802,0
LTE,244,12,201,1892353,-1,24.9907,60.2249,1311,13,1,1652182277,1766956803,0
LTE,244,12,201,1892355,-1,24.9813,60.2288,1000,18,1,1652182307,1759586703,0
LTE,244,12,201,1893635,-1,25.0034,60.2313,1000,14,1,1652182408,1766956804,0
LTE,244,12,211,2219522,-1,25.0486,60.2836,500,25,1,1652323529,1759760474,0
LTE,244,12,211,2219523,-1,25.0437,60.2827,500,28,1,1652323539,1759760474,0
LTE,244,12,211,2219521,-1,25.0523,60.2857,500,30,1,1652323589,1759760473,0
LTE,244,91,4170,37336351,-1,25.0422,60.2901,500,28,1,1652323939,1760872281,0
LTE,244,5,29012,1356545,-1,25.0422,60.2852,500,25,1,1652329115,1759760473,0
LTE,244,5,29012,973323,-1,25.0429,60.2882,1000,21,1,1652329195,1759760499,0
LTE,244,5,29012,1356551,-1,25.0407,60.2834,1000,14,1,1652329295,1748149328,0
LTE,244,5,29012,1099018,-1,25.0411,60.2797,596,28,1,1652329355,1759760473,0
LTE,244,5,29014,418828,-1,25.072,60.2687,500,39,1,1652329675,1738261391,0
LTE,244,5,29012,425483,-1,25.0556,60.2666,1000,13,1,1652329785,1738261391,0
LTE,244,5,29014,1123084,-1,25.0542,60.2628,1200,36,1,1652329825,1738261391,0
LTE,244,5,29014,99846,-1,25.0613,60.2581,1000,17,1,1652329965,1775161923,0
LTE,244,5,29014,1123075,-1,25.0593,60.2556,1185,24,1,1652330015,1775161923,0
LTE,244,5,29014,1751305,-1,25.0552,60.2476,1000,16,1,1652330165,1775161923,0
LTE,244,5,29012,73478,-1,25.0063,60.2519,1000,14,1,1652330635,1745997542,0
LTE,244,5,29012,304389,-1,25.0021,60.2537,1000,14,1,1652330685,1745997542,0
LTE,244,12,211,1810434,-1,25.0453,60.2939,1000,14,1,1652328632,1759760498,0
LTE,244,12,211,2210817,-1,25.0629,60.2698,586,36,1,1652329710,1772921283,0
LTE,244,12,211,2210838,-1,25.0538,60.2689,1000,6,1,1652329800,1776625922,0
LTE,244,12,211,2210818,-1,25.0544,60.2701,1000,24,1,1652329810,1772315944,0
LTE,244,91,4170,36646667,-1,25.0501,60.2645,539,25,1,1652329840,1776973505,0
LTE,244,91,4170,36646677,-1,25.0554,60.2602,500,39,1,1652329920,1776973505,0
LTE,244,12,201,1890819,-1,25.0577,60.2533,500,28,1,1652330090,1760130303,0
LTE,244,12,211,2206231,-1,24.996,60.256,1000,23,1,1652330760,1760731745,0
LTE,244,12,201,1921291,-1,24.9864,60.2521,1000,21,1,1652330820,1772652063,0
LTE,244,12,211,2222339,-1,25.05,60.3032,1000,17,1,1652364029,1746688503,0
LTE,244,12,211,2240001,-1,25.0548,60.3151,732,26,1,1652364069,1747170243,0
LTE,244,12,212,2246658,-1,25.0553,60.313,1596,31,1,1652364079,1747170243,0
LTE,244,12,212,2250754,-1,25.0539,60.3191,1000,10,1,1652364099,1740038584,0
LTE,244,12,212,2249474,-1,25.0449,60.3215,1000,15,1,1652364108,1746688503,0
LTE,244,12,212,2249475,-1,25.0372,60.3222,578,28,1,1652364138,1746688503,0
LTE,244,12,212,2247939,-1,25.0372,60.3266,1000,16,1,1652365967,1746688503,0
LTE,244,12,211,2235649,-1,25.0506,60.3112,1361,14,1,1652369534,1742843302,0
LTE,244,12,211,2240002,-1,25.051,60.3072,1000,18,1,1652369544,1746688503,0
LTE,244,12,211,2222337,-1,25.0772,60.3104,1455,14,1,1652372231,1745834762,0
LTE,244,12,211,2222849,-1,25.056,60.2992,1000,7,1,1652372550,1759760474,0
LTE,244,12,122,2477315,-1,24.8537,60.3133,8709,24,1,1652428831,1760902567,0
LTE,244,12,201,1887252,-1,24.9995,60.2441,1000,22,1,1652429731,1776625924,0
LTE,244,12,211,2438164,-1,25.0475,60.2637,887,26,1,1652430571,1778440083,0
LTE,244,91,4220,35988747,-1,25.0327,60.2602,1000,23,1,1652430711,1778440083,0
LTE,244,12,201,1894402,-1,24.982,60.216,1000,24,1,1652612146,1765573143,0
LTE,244,12,201,1898753,-1,24.9799,60.215,1000,12,1,1652612226,1765573143,0
LTE,244,12,201,1894421,-1,24.9876,60.218,1000,9,1,1652612436,1776751280,0
LTE,244,12,201,1894401,-1,24.9878,60.2181,565,28,1,1652612716,1765348741,0
LTE,244,12,201,1898755,-1,24.9788,60.2131,1000,7,1,1652612776,1765573143,0
LTE,244,12,123,2640899,-1,24.8329,60.6334,1000,10,1,1652687339,1738966698,0
LTE,244,12,123,2646552,-1,24.9206,60.5919,1182,36,1,1652690149,1747170247,0
LTE,244,12,123,2646549,-1,24.929,60.5836,1000,20,1,1652690249,1747170247,0
LTE,244,12,123,2646530,-1,24.9368,60.5734,1219,32,1,1652690269,1742991964,0
LTE,244,12,213,2652929,-1,24.9434,60.549,574,32,1,1652690569,1756583228,0
LTE,244,12,213,2576641,-1,24.9705,60.5524,774,36,1,1652691019,1756583228,0
LTE,244,12,213,2643714,-1,24.9765,60.5498,1128,28,1,1652691539,1756583228,0
LTE,244,91,4010,36600863,-1,24.9692,60.543,4041,29,1,1652691569,1761154686,0
LTE,244,12,213,2643713,-1,24.9901,60.5428,1300,36,1,1652691589,1756583227,0
LTE,244,12,213,2570753,-1,25.0094,60.5329,1631,50,1,1652691679,1756583228,0
LTE,244,12,213,2570762,-1,25.0054,60.5366,3257,34,1,1652691829,1749139682,0
LTE,244,12,213,2570499,-1,25.0718,60.5335,657,30,1,1652691939,1744408683,0
LTE,244,12,213,2654723,-1,25.081,60.5292,2385,9,1,1652692009,1744408683,0
LTE,244,12,213,2570498,-1,25.0894,60.5312,500,28,1,1652692019,1744408683,0
LTE,244,12,212,2643479,-1,25.1083,60.3154,981,33,1,1652693259,1770150005,0
LTE,244,12,211,2215189,-1,25.1132,60.2632,1000,15,1,1652795124,1768154428,0
LTE,244,12,202,1937155,-1,25.0839,60.2106,1000,18,1,1652955981,1772895123,0
LTE,244,12,202,1937182,-1,25.0838,60.2105,1000,2,1,1652959291,1745060885,0
LTE,244,12,202,1936643,-1,25.0817,60.2104,1000,16,1,1652960048,1767002403,0
LTE,244,5,29013,83208,-1,24.9322,60.1593,1000,7,1,1651994150,1736604962,0
LTE,244,12,120,2575383,-1,24.6154,60.1951,938,40,1,1653029342,1740857882,0
LTE,244,12,213,2256642,-1,25.1273,60.4056,1530,32,1,1653119316,1767527768,0
LTE,244,12,213,2256662,-1,25.1286,60.4055,2171,23,1,1653121642,1770150007,0
LTE,244,12,201,1912075,-1,24.9652,60.223,1000,14,1,1653226890,1775762943,0
LTE,244,12,203,1949442,-1,25.0489,60.1944,500,28,1,1653300042,1772895122,0
LTE,244,12,203,1945858,-1,25.0462,60.1913,1000,14,1,1653300272,1736968683,0
LTE,244,12,203,1951491,-1,25.0523,60.182,1000,18,1,1653300963,1736968684,0
LTE,244,12,203,1951490,-1,25.0541,60.1787,1000,16,1,1653301242,1736968684,0
LTE,244,12,103,2252565,-1,24.9962,60.1571,1861,10,1,1653314091,1741595409,0
LTE,244,12,203,1950750,-1,25.0487,60.1767,1000,5,1,1653315871,1736968801,0
LTE,244,12,322,2035457,-1,23.7604,61.4426,845,50,1,1652509594,1759760444,0
LTE,244,12,322,2031626,-1,23.745,61.4475,4059,27,1,1652510354,1762025601,0
LTE,244,12,322,2034452,-1,23.7441,61.4447,1000,11,1,1652511064,1761860481,0
LTE,244,12,312,1805058,-1,23.7764,61.4863,1321,25,1,1652679733,1759760443,0
LTE,244,12,312,1805057,-1,23.7786,61.4897,637,34,1,1652679863,1759760443,0
LTE,244,12,312,1805059,-1,23.774,61.4929,2036,24,1,1652679923,1762025602,0
LTE,244,12,312,1803009,-1,23.7735,61.4988,1000,22,1,1652680523,1762025602,0
LTE,244,12,312,2077699,-1,23.7892,61.4996,521,48,1,1652680653,1759760443,0
LTE,244,12,312,2075137,-1,23.7889,61.4993,500,50,1,1652680683,1759760443,0
LTE,244,12,312,1801730,-1,23.7734,61.4999,500,45,1,1652683963,1762025602,0
LTE,244,12,312,1805069,-1,23.7735,61.4915,1000,19,1,1652685033,1764449401,0
